Titulo,Sinopsis,Fecha_Estreno,Genero_Principal,Puntuacion_Media_TMDb
Amor a quemarropa,"El joven y solitario Clarence está celebrando su cumpleaños como siempre lo hace, viendo películas de Kun-fú en un destartalado cine de Detroit, cunado una rubia explosiva, Alabama, hace su entrada en la sala derramando palomitas sobre él. De este incidente surgirá una loca aventura de amor que llevará a los dos jóvenes a vivir una verdadera noche de pasión. Alabama es en realidad una prostituta alquilada por el mejor amigo de Clarence como regalo de cumpleaños. Los dos jóvenes se enamoran y contraen matrimonio. Clarence intenta alejar a su mujer de la prostitución y se enfrenta con su chulo al ir a recoger las pertenencias de Alabama, pero al abrir la maleta se encuentran con una considerable cantidad de cocaína que utilizarán como esperanza para realizar todos lo sueños que han deseador.",1993-09-09,Accion,7.5
El origen del planeta de los simios,"Will Rodman es un joven científico que está investigando con monos para obtener un tratamiento contra el alzheimer, una enfermedad que afecta a su padre. Uno de esos primates, al que llaman César, experimenta una evolución en su inteligencia tan notable que el protagonista decide llevárselo a su casa para protegerlo. Le ayudará una bella primatóloga llamada Caroline.",2011-08-03,Accion,7.344
Kaiju No. 8: Misión de reconocimiento,"En un Japón repleto de Kaiju, Kafka Hibino trabaja como limpiador de monstruos. Tras reencontrarse con su amiga de la infancia, Mina Ashiro, una joven promesa de las Fuerzas de Defensa que luchan contra los Kaiju, decide intentar cumplir su antiguo sueño de unirse a las Fuerzas... cuando de repente se transforma en el poderoso Kaiju nº 8. Con la ayuda de un colega más joven, Reno Ichikawa, Kafka oculta su identidad mientras lucha por cumplir el sueño de su vida: aprobar el examen de las Fuerzas de Defensa y así poder estar al lado de Mina. Pero cuando un misterioso Kaiju inteligente ataca una base de las Fuerzas de Defensa, Kafka se enfrenta a una decisión crucial en una situación desesperada... Película recopilatoria que ofrece un resumen repleto de acción de la primera temporada y un nuevo episodio original, ""El día libre de Hoshina"".",2025-03-28,Accion,8.053
Estragos,"Cuando un robo de drogas tiene consecuencias fatales, un policía lucha contra el submundo criminal de una ciudad corrupta para salvar al hijo de un político.",2025-04-25,Accion,6.379
GoldenEye,"En sus vacaciones, el agente Bond se encuentra con la bella y letal Xenia Onatopp, que intenta hacerse con los planos de un nuevo helicóptero invulnerable a las interferencias. Mientras tanto la programadora del ejército ruso Natalya Siminova es la única superviviente de su equipo a un macabro plan del general Ourumov para hacerse con Goldeneye, un arma espacial ultrasecreta que emite pulsos nucleares que inutilizan cualquier equipo electrónico. Bond formará equipo con Natalya para descubrir a los malhechores tras el robo.",1995-11-16,Accion,6.902
RED,"Frank, Joe, Marvin y Victoria son agentes especiales ya retirados, a los que la nueva administración de Washington desea ver muertos. El motivo: eran los mejores agentes de la CIA, pero saben demasiado. Adaptación del cómic de Warren Ellis.",2010-10-13,Accion,6.706
Amenaza en el aire,"En este claustrofóbico thriller, un piloto (Mark Wahlberg) transporta en su avioneta a una agente del servicio de MARSHALS de Estados Unidos (Michelle Dockery) que custodia a un testigo (Topher Grace) que va a testificar en un juicio contra la mafia. A medida que atraviesan las montañas de Alaska, las tensiones se disparan, ya que no todo el mundo a bordo es quien parece ser. Y a 3.000 metros de altura no hay escapatoria posible.",2025-01-22,Accion,5.93
Batman: La LEGO película,"Spin-off de ""La LEGO Película"", protagonizado por Batman. En esta ocasión, el irreverente Batman, que también tiene algo de artista frustrado, intentará salvar la ciudad de Gotham de un peligroso villano, el Joker. Pero no podrá hacerlo solo, y tendrá que aprender a trabajar con sus demás aliados.",2017-02-08,Accion,7.249
Watchmen,"Estados Unidos, años 80. La Guerra Fría está en su apogeo, y los superhéroes, que antes habían sido admirados, ahora son perseguidos por la ley. Un día aparece muerto uno de ellos, ""El Comediante"", que trabajaba para la CIA. Su amigo Rorschach, el único héroe enmascarado en activo, emprenderá la investigación de su muerte, tras la que se oculta algo muy importante. Esperadísima adaptación del cómic de Alan Moore y Dave Gibbons (1986).",2009-03-04,Accion,7.356
The Mechanic,"Arthur Bishop es un asesino profesional de élite, con un estricto código y un talento único para eliminar limpiamente a sus víctimas.",2011-01-13,Accion,6.5
Los ángeles de Charlie,"Una peculiar agencia de detectives dirigida por el multimillonario Charlie tiene en sus filas a Natalie (Cameron Diaz), Dylan (Drew Barrymore) y Alex (Lucy Liu), tres expertas en artes marciales, en disfraces y en la más avanzada tecnología. Juntas tendrán que ocuparse de un caso muy importante: el secuestro del genio de la informática Eric Knox (Sam Rockwell) por su rival Roger Corwin (Tim Curry). Si no consiguen liberarlo, quedaría destruida la intimidad de todo el mundo, incluido Charlie, su misterioso jefe.",2000-11-02,Accion,5.853
Fuerza Bruta: Sin salida,"El detective Ma Seok-do cambia su afiliación de la comisaría de Geumcheon al Equipo de Investigación Metropolitana, para erradicar a los gánsteres japoneses que ingresan a Corea para cometer crímenes atroces.",2023-05-31,Accion,7.2
Superman,"Desde una galaxia remota, un recién nacido es enviado por sus padres al espacio debido a la inminente destrucción del planeta donde viven. La nave aterriza en la Tierra, y el niño es adoptado por unos granjeros que le inculcan los mejores valores humanos. Con los años el joven se irá a Metrópolis y allí usará sus poderes sobrenaturales para luchar contra el mal.",1978-12-14,Accion,7.166
Rompenieves,"Un experimento para solucionar el calentamiento global acabó con la mayoría de vida existente en el planeta. El último tren llamado Snowpiercer (Rompenieves) se mueve en círculos por el mundo, a través de un desierto de hielo y nieve. Los últimos supervivientes de la Tierra se amontonan en sus vagones. El joven Curtis (Chris Evans) iniciará una revolución desde los vagones de cola.",2013-08-01,Accion,6.908
Escuadrón suicida,"Mientras el gobierno de EE.UU no tiene claro cómo responder a una visita alienígena a la Tierra con intenciones malignas, Amanda 'El Muro' Waller, la líder de la agencia secreta A.R.G.U.S., ofrece una curiosa solución: reclutar a los villanos más crueles, con habilidades letales e incluso mágicas, para que trabajen para ellos. Sin demasiadas opciones a dar una negativa, los ocho supervillanos más peligrosos del mundo acceden a colaborar con el Ejecutivo en peligrosas misiones secretas, casi suicidas, para así lograr limpiar su expediente.",2016-08-03,Accion,5.917
Infiltrados en clase,"Dos jóvenes agentes de la ley se hacen pasar por alumnos de instituto para desarticular una red de narcotráfico. Schmidt y Jenko fueron enemigos en el colegio pero, cuando años más tarde se reencuentran en la academia de policía, terminan haciéndose amigos. Puede que no sean los mejores agentes, pero les llega su gran oportunidad de demostrar lo que valen cuando se unen a la unidad de la policía secreta Jump Street, comandada por el capitán Dickson. Entonces cambian sus armas e insignias por las mochilas y utilizan su apariencia juvenil para infiltrarse en un instituto. El problema es que los jóvenes de hoy no se parecen en nada a los de años atrás, y Schmidt y Jenko descubren que todo lo que creían saber sobre la adolescencia, el sexo, las drogas y el rock and roll era completamente erróneo.",2012-03-14,Accion,6.887
Greyhound: Enemigos bajo el mar,El capitán Krause lidera un convoy de 37 buques en una misión crucial a través de las peligrosas aguas del Atlántico atestadas de submarinos alemanes.,2020-07-09,Accion,7.418
Hero,"Hace dos mil años, China estaba dividida en siete reinos. Cada uno de ellos combatía contra los otros para obtener la supremacía, mientras que la población soportaba el sufrimiento y la muerte. De estos siete reinos, Qin era el más violento. El rey de Qin estaba obsesionado con la conquista de China y el deseo de convertirse en su primer Emperador. Los demás reinos enviaron a sus más temibles asesinos para eliminarlo. Solo el nombre de tres de estos asesinos era suficiente para sembrar el terror: Espada Rota, Nieve y Cielo. El rey de Qin prometió poder y fortuna para aquel que lograra matar a estos tres asesinos. Durante diez años, nadie lo consiguió. Cuando el misterioso Sin Nombre se presenta en palacio, portando las armas de los asesinos abatidos, el rey se muestra ansioso por escuchar su historia. Sentado a diez pasos del monarca, Sin Nombre comienza su relato.",2002-12-19,Accion,7.511
Estragos,"Cuando un robo de drogas tiene consecuencias fatales, un policía lucha contra el submundo criminal de una ciudad corrupta para salvar al hijo de un político.",2025-04-25,Accion,6.379
Baywatch: Los vigilantes de la playa,"Mitch Buchannon, un estricto y esforzado socorrista de la antigua escuela, deberá trabajar codo con codo con el rebelde Matt Brody, un joven ex nadador olímpico caído en desgracia al que le gusta saltarse las normas. A pesar de tener personalidades opuestas, los dos socorristas deberán unir fuerzas y formar equipo. Juntos descubrirán una trama criminal, en torno a drogas y asesinos, que amenaza el futuro de la Bahía. Su objetivo será proteger la playa de su destrucción a manos de un magnate del petróleo.",2017-05-25,Accion,6.082
Novocaine,"Cuando la chica de sus sueños es secuestrada, Nate, un chico corriente, convierte su incapacidad para sentir dolor en una fuerza inesperada en su lucha por recuperarla.",2025-03-03,Accion,6.8
Hora punta 3,"El corazón de París esconde un secreto mortal. Al otro lado del mundo, en Los Ángeles, el embajador Han está a punto de divulgar ese secreto. Tiene en su poder información sobre los mecanismos internos de las Tríadas, el sindicato del crimen más poderoso y más conocido del mundo. El embajador ha descubierto la identidad de Shy Shen, elemento clave del vasto anillo del crimen, y está a punto de revelarlo al Tribunal Penal Mundial, hasta que la bala de un asesino lo silencia para siempre. Las Tríadas harán cualquier cosa para asegurarse de que sus secretos permanezcan enterrados, y solamente existe una esperanza para poder detenerlos… El detective Carter, del departamento de policía de Los Ángeles, y el inspector chino Lee viajan a París para detener una conspiración criminal a nivel global y para salvar la vida de un viejo amigo: la hija del embajador Han, Soo Yung.",2007-08-08,Accion,6.497
Misión imposible,"Ethan Hunt es un superespía capaz de resolver cualquier arriesgada situación con la máxima elegancia. Forma parte de un competente equipo dirigido por el agente Jim Phelps, que ha vuelto a reunir a sus hombres para participar en una dificilísima misión: evitar la venta de un disco robado que contiene información secreta de vital importancia.",1996-05-22,Accion,7.025
Ghost Rider: Espíritu de venganza,"Nueva adaptación del cómic ""El motorista fantasma"". Con el fin de controlar sus deseos de venganza, Johnny Blaze (Nicolas Cage), que ve sus poderes como una maldición, vive apartado del mundo y sin relacionarse con nadie, pero acaba siendo localizado por el monje Moreau, que necesita su ayuda para buscar a Nadya y a su hijo Danny antes de que los encuentre Roarke, un viejo conocido de Blaze.",2011-12-10,Accion,5.024
